ZCTA,class,n,freq,primary_org_cat
01257,Religious,1,0.1,Research & Think Tank
01257,Research & Think Tank,2,0.2,Research & Think Tank
01257,Youth,1,0.1,Research & Think Tank
01257,NA,2,0.2,Research & Think Tank
01258,Youth,1,1,Youth
01262,Religious,1,0.5,Religious
01262,Social & Fraternal,1,0.5,Religious
01266,Economic,1,0.3333333333333333,Economic
01266,Religious,1,0.3333333333333333,Economic
01266,Social & Fraternal,1,0.3333333333333333,Economic
01267,Arts & Cultural,3,0.2727272727272727,Arts & Cultural
01267,Foundations,2,0.18181818181818182,Arts & Cultural
01267,Professional,1,0.09090909090909091,Arts & Cultural
01267,Religious,2,0.18181818181818182,Arts & Cultural
01267,Unions,1,0.09090909090909091,Arts & Cultural
01267,Youth,1,0.09090909090909091,Arts & Cultural
01267,NA,1,0.09090909090909091,Arts & Cultural
01270,Arts & Cultural,1,0.5,Arts & Cultural
01270,Unions,1,0.5,Arts & Cultural
01301,Arts & Cultural,7,0.19444444444444445,Arts & Cultural
01301,Community,1,0.027777777777777776,Arts & Cultural
01301,Economic,6,0.16666666666666666,Arts & Cultural
01301,Education,3,0.08333333333333333,Arts & Cultural
01301,Foundations,1,0.027777777777777776,Arts & Cultural
01301,Healthcare,3,0.08333333333333333,Arts & Cultural
01301,Hobby & Sports,1,0.027777777777777776,Arts & Cultural
01301,Housing,1,0.027777777777777776,Arts & Cultural
01301,Political,1,0.027777777777777776,Arts & Cultural
01301,Professional,1,0.027777777777777776,Arts & Cultural
01301,Religious,2,0.05555555555555555,Arts & Cultural
01301,Research & Think Tank,1,0.027777777777777776,Arts & Cultural
01301,Social & Fraternal,4,0.1111111111111111,Arts & Cultural
01301,Unions,3,0.08333333333333333,Arts & Cultural
01301,Youth,1,0.027777777777777776,Arts & Cultural
01330,Arts & Cultural,1,0.25,Arts & Cultural
01330,Community,1,0.25,Arts & Cultural
01330,Housing,1,0.25,Arts & Cultural
01330,NA,1,0.25,Arts & Cultural
01331,Arts & Cultural,2,0.14285714285714285,Social & Fraternal
01331,Economic,1,0.07142857142857142,Social & Fraternal
01331,Religious,1,0.07142857142857142,Social & Fraternal
01331,Social & Fraternal,7,0.5,Social & Fraternal
01331,Unions,1,0.07142857142857142,Social & Fraternal
01331,NA,2,0.14285714285714285,Social & Fraternal
01337,Education,1,0.25,Education
01337,Hobby & Sports,1,0.25,Education
01337,Research & Think Tank,1,0.25,Education
01337,Youth,1,0.25,Education
01338,Arts & Cultural,1,1,Arts & Cultural
01339,Economic,1,0.16666666666666666,NA
01339,Religious,1,0.16666666666666666,NA
01339,Research & Think Tank,1,0.16666666666666666,NA
01339,Social & Fraternal,1,0.16666666666666666,NA
01339,NA,2,0.3333333333333333,NA
01340,Arts & Cultural,1,0.3333333333333333,Arts & Cultural
01340,Healthcare,1,0.3333333333333333,Arts & Cultural
01340,Research & Think Tank,1,0.3333333333333333,Arts & Cultural
01342,Education,1,0.25,Education
01342,Professional,1,0.25,Education
01342,Research & Think Tank,1,0.25,Education
01342,NA,1,0.25,Education
01344,Social & Fraternal,2,0.5,Social & Fraternal
01344,Unions,1,0.25,Social & Fraternal
01344,NA,1,0.25,Social & Fraternal
01346,NA,1,1,NA
01349,Social & Fraternal,1,1,Social & Fraternal
01351,Religious,1,0.5,Religious
01351,Unions,1,0.5,Religious
01354,Arts & Cultural,1,0.5,Arts & Cultural
01354,Education,1,0.5,Arts & Cultural
01355,Education,1,0.3333333333333333,Education
01355,Research & Think Tank,1,0.3333333333333333,Education
01355,NA,1,0.3333333333333333,Education
01360,Arts & Cultural,1,0.125,Education
01360,Community,1,0.125,Education
01360,Education,2,0.25,Education
01360,Research & Think Tank,1,0.125,Education
01360,Social & Fraternal,1,0.125,Education
01360,Unions,1,0.125,Education
01360,NA,1,0.125,Education
01364,Arts & Cultural,1,0.1,Social & Fraternal
01364,Foundations,1,0.1,Social & Fraternal
01364,Professional,1,0.1,Social & Fraternal
01364,Religious,1,0.1,Social & Fraternal
01364,Research & Think Tank,1,0.1,Social & Fraternal
01364,Social & Fraternal,3,0.3,Social & Fraternal
01364,Unions,1,0.1,Social & Fraternal
01364,NA,1,0.1,Social & Fraternal
01366,Hobby & Sports,1,0.25,Hobby & Sports
01366,Political,1,0.25,Hobby & Sports
01366,Research & Think Tank,1,0.25,Hobby & Sports
01366,Social & Fraternal,1,0.25,Hobby & Sports
01367,NA,1,1,NA
01368,Education,1,1,Education
01370,Arts & Cultural,4,0.23529411764705882,Arts & Cultural
01370,Economic,1,0.058823529411764705,Arts & Cultural
01370,Education,1,0.058823529411764705,Arts & Cultural
01370,Foundations,1,0.058823529411764705,Arts & Cultural
01370,Hobby & Sports,2,0.11764705882352941,Arts & Cultural
01370,Research & Think Tank,2,0.11764705882352941,Arts & Cultural
01370,Social & Fraternal,3,0.17647058823529413,Arts & Cultural
01370,Youth,2,0.11764705882352941,Arts & Cultural
01370,NA,1,0.058823529411764705,Arts & Cultural
01373,Arts & Cultural,1,0.1111111111111111,NA
01373,Economic,1,0.1111111111111111,NA
01373,Education,2,0.2222222222222222,NA
01373,Professional,1,0.1111111111111111,NA
01373,Unions,1,0.1111111111111111,NA
01373,NA,3,0.3333333333333333,NA
01375,Foundations,1,1,Foundations
01376,Community,3,0.21428571428571427,Social & Fraternal
01376,Healthcare,2,0.14285714285714285,Social & Fraternal
01376,Housing,1,0.07142857142857142,Social & Fraternal
01376,Social & Fraternal,4,0.2857142857142857,Social & Fraternal
01376,Unions,2,0.14285714285714285,Social & Fraternal
01376,Youth,1,0.07142857142857142,Social & Fraternal
01376,NA,1,0.07142857142857142,Social & Fraternal
01378,Healthcare,1,0.3333333333333333,Healthcare
01378,Research & Think Tank,1,0.3333333333333333,Healthcare
01378,Youth,1,0.3333333333333333,Healthcare
01379,Hobby & Sports,1,0.5,Hobby & Sports
01379,Professional,1,0.5,Hobby & Sports
01420,Arts & Cultural,2,0.05405405405405406,Social & Fraternal
01420,Community,2,0.05405405405405406,Social & Fraternal
01420,Economic,2,0.05405405405405406,Social & Fraternal
01420,Education,2,0.05405405405405406,Social & Fraternal
01420,Hobby & Sports,1,0.02702702702702703,Social & Fraternal
01420,Housing,1,0.02702702702702703,Social & Fraternal
01420,Political,1,0.02702702702702703,Social & Fraternal
01420,Professional,1,0.02702702702702703,Social & Fraternal
01420,Religious,5,0.13513513513513514,Social & Fraternal
01420,Social & Fraternal,8,0.21621621621621623,Social & Fraternal
01420,Unions,7,0.1891891891891892,Social & Fraternal
01420,Youth,2,0.05405405405405406,Social & Fraternal
01420,NA,3,0.08108108108108109,Social & Fraternal
01430,Economic,1,0.14285714285714285,Hobby & Sports
01430,Education,1,0.14285714285714285,Hobby & Sports
01430,Hobby & Sports,2,0.2857142857142857,Hobby & Sports
01430,Research & Think Tank,1,0.14285714285714285,Hobby & Sports
01430,Unions,1,0.14285714285714285,Hobby & Sports
01430,Youth,1,0.14285714285714285,Hobby & Sports
01431,Hobby & Sports,1,0.25,Social & Fraternal
01431,Professional,1,0.25,Social & Fraternal
01431,Social & Fraternal,2,0.5,Social & Fraternal
01432,Arts & Cultural,1,0.125,Hobby & Sports
01432,Education,1,0.125,Hobby & Sports
01432,Foundations,1,0.125,Hobby & Sports
01432,Hobby & Sports,2,0.25,Hobby & Sports
01432,Social & Fraternal,1,0.125,Hobby & Sports
01432,Unions,1,0.125,Hobby & Sports
01432,NA,1,0.125,Hobby & Sports
01436,Hobby & Sports,1,0.3333333333333333,Hobby & Sports
01436,Social & Fraternal,1,0.3333333333333333,Hobby & Sports
01436,Unions,1,0.3333333333333333,Hobby & Sports
01440,Community,1,0.038461538461538464,Healthcare
01440,Economic,1,0.038461538461538464,Healthcare
01440,Education,3,0.11538461538461539,Healthcare
01440,Healthcare,4,0.15384615384615385,Healthcare
01440,Hobby & Sports,4,0.15384615384615385,Healthcare
01440,Religious,3,0.11538461538461539,Healthcare
01440,Research & Think Tank,1,0.038461538461538464,Healthcare
01440,Social & Fraternal,3,0.11538461538461539,Healthcare
01440,Unions,4,0.15384615384615385,Healthcare
01440,NA,2,0.07692307692307693,Healthcare
01450,Community,1,0.0625,Religious
01450,Economic,1,0.0625,Religious
01450,Healthcare,1,0.0625,Religious
01450,Hobby & Sports,1,0.0625,Religious
01450,Religious,4,0.25,Religious
01450,Research & Think Tank,1,0.0625,Religious
01450,Social & Fraternal,2,0.125,Religious
01450,Unions,3,0.1875,Religious
01450,Youth,1,0.0625,Religious
01450,NA,1,0.0625,Religious
01451,Arts & Cultural,2,0.14285714285714285,NA
01451,Education,2,0.14285714285714285,NA
01451,Healthcare,1,0.07142857142857142,NA
01451,Hobby & Sports,2,0.14285714285714285,NA
01451,Professional,1,0.07142857142857142,NA
01451,Research & Think Tank,1,0.07142857142857142,NA
01451,Social & Fraternal,1,0.07142857142857142,NA
01451,NA,4,0.2857142857142857,NA
01452,Healthcare,2,0.5,Healthcare
01452,Religious,1,0.25,Healthcare
01452,NA,1,0.25,Healthcare
01453,Arts & Cultural,5,0.09090909090909091,Social & Fraternal
01453,Community,3,0.05454545454545454,Social & Fraternal
01453,Economic,1,0.01818181818181818,Social & Fraternal
01453,Education,3,0.05454545454545454,Social & Fraternal
01453,Foundations,1,0.01818181818181818,Social & Fraternal
01453,Healthcare,4,0.07272727272727272,Social & Fraternal
01453,Hobby & Sports,3,0.05454545454545454,Social & Fraternal
01453,Political,1,0.01818181818181818,Social & Fraternal
01453,Professional,2,0.03636363636363636,Social & Fraternal
01453,Religious,1,0.01818181818181818,Social & Fraternal
01453,Research & Think Tank,1,0.01818181818181818,Social & Fraternal
01453,Social & Fraternal,14,0.2545454545454545,Social & Fraternal
01453,Unions,9,0.16363636363636364,Social & Fraternal
01453,Youth,3,0.05454545454545454,Social & Fraternal
01453,NA,4,0.07272727272727272,Social & Fraternal
01460,Arts & Cultural,1,0.07142857142857142,Hobby & Sports
01460,Economic,1,0.07142857142857142,Hobby & Sports
01460,Hobby & Sports,3,0.21428571428571427,Hobby & Sports
01460,Religious,1,0.07142857142857142,Hobby & Sports
01460,Research & Think Tank,2,0.14285714285714285,Hobby & Sports
01460,Social & Fraternal,3,0.21428571428571427,Hobby & Sports
01460,NA,3,0.21428571428571427,Hobby & Sports
01462,Education,3,0.2,Education
01462,Hobby & Sports,2,0.13333333333333333,Education
01462,Housing,1,0.06666666666666667,Education
01462,Professional,1,0.06666666666666667,Education
01462,Religious,2,0.13333333333333333,Education
01462,Research & Think Tank,2,0.13333333333333333,Education
01462,Social & Fraternal,3,0.2,Education
01462,Youth,1,0.06666666666666667,Education
01463,Arts & Cultural,1,0.125,Social & Fraternal
01463,Education,1,0.125,Social & Fraternal
01463,Hobby & Sports,1,0.125,Social & Fraternal
01463,Social & Fraternal,3,0.375,Social & Fraternal
01463,Youth,2,0.25,Social & Fraternal
01464,Professional,1,0.25,Professional
01464,Unions,1,0.25,Professional
01464,Youth,1,0.25,Professional
01464,NA,1,0.25,Professional
01467,NA,2,1,NA
01468,Healthcare,2,0.4,Healthcare
01468,Hobby & Sports,2,0.4,Healthcare
01468,Unions,1,0.2,Healthcare
01469,Economic,1,0.125,Social & Fraternal
01469,Education,1,0.125,Social & Fraternal
01469,Research & Think Tank,1,0.125,Social & Fraternal
01469,Social & Fraternal,4,0.5,Social & Fraternal
01469,Unions,1,0.125,Social & Fraternal
01473,Arts & Cultural,1,0.14285714285714285,Arts & Cultural
01473,Education,1,0.14285714285714285,Arts & Cultural
01473,Hobby & Sports,1,0.14285714285714285,Arts & Cultural
01473,Professional,1,0.14285714285714285,Arts & Cultural
01473,Religious,1,0.14285714285714285,Arts & Cultural
01473,Research & Think Tank,1,0.14285714285714285,Arts & Cultural
01473,Youth,1,0.14285714285714285,Arts & Cultural
01474,Education,1,0.5,Education
01474,Healthcare,1,0.5,Education
01475,Arts & Cultural,1,0.09090909090909091,Religious
01475,Community,1,0.09090909090909091,Religious
01475,Healthcare,1,0.09090909090909091,Religious
01475,Professional,1,0.09090909090909091,Religious
01475,Religious,2,0.18181818181818182,Religious
01475,Social & Fraternal,2,0.18181818181818182,Religious
01475,Unions,1,0.09090909090909091,Religious
01475,Youth,1,0.09090909090909091,Religious
01475,NA,1,0.09090909090909091,Religious
01501,Arts & Cultural,3,0.16666666666666666,Unions
01501,Community,2,0.1111111111111111,Unions
01501,Economic,1,0.05555555555555555,Unions
01501,Education,1,0.05555555555555555,Unions
01501,Healthcare,1,0.05555555555555555,Unions
01501,Professional,1,0.05555555555555555,Unions
01501,Religious,1,0.05555555555555555,Unions
01501,Research & Think Tank,1,0.05555555555555555,Unions
01501,Social & Fraternal,1,0.05555555555555555,Unions
01501,Unions,4,0.2222222222222222,Unions
01501,NA,2,0.1111111111111111,Unions
01503,Community,1,0.2,Community
01503,Religious,1,0.2,Community
01503,Social & Fraternal,1,0.2,Community
01503,Unions,1,0.2,Community
01503,Youth,1,0.2,Community
01504,Arts & Cultural,1,0.3333333333333333,Arts & Cultural
01504,Hobby & Sports,1,0.3333333333333333,Arts & Cultural
01504,Unions,1,0.3333333333333333,Arts & Cultural
01505,Arts & Cultural,2,0.16666666666666666,Social & Fraternal
01505,Foundations,1,0.08333333333333333,Social & Fraternal
01505,Hobby & Sports,3,0.25,Social & Fraternal
01505,Professional,1,0.08333333333333333,Social & Fraternal
01505,Social & Fraternal,4,0.3333333333333333,Social & Fraternal
01505,NA,1,0.08333333333333333,Social & Fraternal
01506,Education,1,0.5,Education
01506,Professional,1,0.5,Education
01507,Community,1,0.058823529411764705,Social & Fraternal
01507,Foundations,1,0.058823529411764705,Social & Fraternal
01507,Healthcare,1,0.058823529411764705,Social & Fraternal
01507,Hobby & Sports,2,0.11764705882352941,Social & Fraternal
01507,Housing,2,0.11764705882352941,Social & Fraternal
01507,Professional,1,0.058823529411764705,Social & Fraternal
01507,Religious,1,0.058823529411764705,Social & Fraternal
01507,Social & Fraternal,7,0.4117647058823529,Social & Fraternal
01507,NA,1,0.058823529411764705,Social & Fraternal
01509,NA,1,1,NA
01510,Community,1,0.08333333333333333,Hobby & Sports
01510,Education,1,0.08333333333333333,Hobby & Sports
01510,Hobby & Sports,2,0.16666666666666666,Hobby & Sports
01510,Professional,1,0.08333333333333333,Hobby & Sports
01510,Religious,2,0.16666666666666666,Hobby & Sports
01510,Research & Think Tank,1,0.08333333333333333,Hobby & Sports
01510,Social & Fraternal,1,0.08333333333333333,Hobby & Sports
01510,Unions,1,0.08333333333333333,Hobby & Sports
01510,NA,2,0.16666666666666666,Hobby & Sports
01515,Healthcare,1,0.25,NA
01515,Hobby & Sports,1,0.25,NA
01515,NA,2,0.5,NA
01516,Arts & Cultural,1,0.1111111111111111,Education
01516,Education,3,0.3333333333333333,Education
01516,Hobby & Sports,1,0.1111111111111111,Education
01516,Professional,1,0.1111111111111111,Education
01516,Religious,1,0.1111111111111111,Education
01516,Social & Fraternal,2,0.2222222222222222,Education
01519,Education,1,0.1111111111111111,NA
01519,Foundations,1,0.1111111111111111,NA
01519,Professional,1,0.1111111111111111,NA
01519,Religious,1,0.1111111111111111,NA
01519,Social & Fraternal,1,0.1111111111111111,NA
01519,NA,4,0.4444444444444444,NA
01520,Community,1,0.047619047619047616,Hobby & Sports
01520,Economic,2,0.09523809523809523,Hobby & Sports
01520,Education,2,0.09523809523809523,Hobby & Sports
01520,Foundations,1,0.047619047619047616,Hobby & Sports
01520,Healthcare,2,0.09523809523809523,Hobby & Sports
01520,Hobby & Sports,7,0.3333333333333333,Hobby & Sports
01520,Professional,1,0.047619047619047616,Hobby & Sports
01520,Religious,2,0.09523809523809523,Hobby & Sports
01520,Social & Fraternal,2,0.09523809523809523,Hobby & Sports
01520,Unions,1,0.047619047619047616,Hobby & Sports
01521,Hobby & Sports,2,0.5,Hobby & Sports
01521,Youth,1,0.25,Hobby & Sports
01521,NA,1,0.25,Hobby & Sports
01522,Education,1,0.3333333333333333,Education
01522,Professional,1,0.3333333333333333,Education
01522,Social & Fraternal,1,0.3333333333333333,Education
01523,Education,1,0.07692307692307693,Youth
01523,Hobby & Sports,4,0.3076923076923077,Youth
01523,Research & Think Tank,1,0.07692307692307693,Youth
01523,Social & Fraternal,1,0.07692307692307693,Youth
01523,Youth,5,0.38461538461538464,Youth
01523,NA,1,0.07692307692307693,Youth
01524,Community,2,0.2,Social & Fraternal
01524,Economic,1,0.1,Social & Fraternal
01524,Hobby & Sports,1,0.1,Social & Fraternal
01524,Social & Fraternal,3,0.3,Social & Fraternal
01524,Unions,1,0.1,Social & Fraternal
01524,Youth,1,0.1,Social & Fraternal
01524,NA,1,0.1,Social & Fraternal
01527,Community,1,0.05555555555555555,Social & Fraternal
01527,Healthcare,2,0.1111111111111111,Social & Fraternal
01527,Hobby & Sports,2,0.1111111111111111,Social & Fraternal
01527,Political,1,0.05555555555555555,Social & Fraternal
01527,Religious,3,0.16666666666666666,Social & Fraternal
01527,Social & Fraternal,4,0.2222222222222222,Social & Fraternal
01527,Unions,1,0.05555555555555555,Social & Fraternal
01527,Youth,2,0.1111111111111111,Social & Fraternal
01527,NA,2,0.1111111111111111,Social & Fraternal
01529,Youth,1,1,Youth
01531,Youth,1,1,Youth
01532,Arts & Cultural,1,0.03333333333333333,Professional
01532,Community,1,0.03333333333333333,Professional
01532,Education,4,0.13333333333333333,Professional
01532,Hobby & Sports,3,0.1,Professional
01532,Political,2,0.06666666666666667,Professional
01532,Professional,6,0.2,Professional
01532,Religious,4,0.13333333333333333,Professional
01532,Research & Think Tank,1,0.03333333333333333,Professional
01532,Social & Fraternal,6,0.2,Professional
01532,Unions,2,0.06666666666666667,Professional
01534,Arts & Cultural,1,0.16666666666666666,Hobby & Sports
01534,Hobby & Sports,2,0.3333333333333333,Hobby & Sports
01534,Social & Fraternal,2,0.3333333333333333,Hobby & Sports
01534,NA,1,0.16666666666666666,Hobby & Sports
01535,Unions,1,0.2,NA
01535,Youth,1,0.2,NA
01535,NA,3,0.6,NA
01536,Community,1,0.1,Hobby & Sports
01536,Education,1,0.1,Hobby & Sports
01536,Hobby & Sports,3,0.3,Hobby & Sports
01536,Housing,1,0.1,Hobby & Sports
01536,Social & Fraternal,2,0.2,Hobby & Sports
01536,Unions,1,0.1,Hobby & Sports
01536,NA,1,0.1,Hobby & Sports
01540,Community,1,0.1,Hobby & Sports
01540,Healthcare,1,0.1,Hobby & Sports
01540,Hobby & Sports,2,0.2,Hobby & Sports
01540,Professional,1,0.1,Hobby & Sports
01540,Religious,1,0.1,Hobby & Sports
01540,Social & Fraternal,1,0.1,Hobby & Sports
01540,Unions,2,0.2,Hobby & Sports
01540,NA,1,0.1,Hobby & Sports
01541,Community,1,0.16666666666666666,Hobby & Sports
01541,Economic,1,0.16666666666666666,Hobby & Sports
01541,Hobby & Sports,2,0.3333333333333333,Hobby & Sports
01541,Social & Fraternal,2,0.3333333333333333,Hobby & Sports
01542,Religious,1,1,Religious
01543,Economic,2,0.2222222222222222,Social & Fraternal
